date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-01,7.6,5.8,10.7,,,212,23.9,46.3,999.5,
2024-01-02,10.9,9.4,12.2,,,219,29.7,63,986.1,
2024-01-03,8.5,6.3,9.9,,,238,22,40.8,991,
2024-01-04,6.5,5,7.7,,,206,14.6,35.2,999.5,
2024-01-05,5.2,4.1,5.9,,,307,19.8,46.3,1001.3,
2024-01-06,3.6,2.6,4.8,,,332,11,27.8,1016.3,
2024-01-07,1.6,0.1,3.2,,,1,14.8,35.2,1027.4,
2024-01-08,0.5,-0.3,1.6,,,31,15.1,35.2,1032.3,
2024-01-09,0.2,-1,1.9,,,51,18.5,40.8,1031.3,
2024-01-10,0.5,-1.5,3.4,,,36,15.5,35.2,1030,
2024-01-11,1.6,-1.6,4.5,,,15,12.1,29.6,1036.2,
2024-01-12,4.1,2.8,5.5,,,11,9.3,24.1,1035.8,
2024-01-13,2,0.6,3.5,,,255,6.4,20.4,1025.9,
2024-01-14,2.1,0.7,3.9,,,270,9.4,25.9,1013.6,
2024-01-15,-1.2,-3.7,1.2,,,299,11.1,31.5,1011.2,
2024-01-16,-1.4,-3.6,1.8,,,187,7.7,22.2,1008.2,
2024-01-17,-0.9,-2.7,1.1,,,45,9.1,25.9,993.4,
2024-01-18,-3,-5.9,0.4,,,315,10.7,27.8,1006.8,
2024-01-19,-1.2,-4.3,3,,,217,8.5,24.1,1021.8,
2024-01-20,1.6,-0.5,4,,,185,19.6,40.8,1023.1,
2024-01-21,8.6,3,11.9,,,199,37.5,77.8,1010,
2024-01-22,8.9,6.3,11.8,,,237,34.6,79.6,1008.2,
2024-01-23,8.6,4.6,13,,,213,27.7,55.5,1018.7,
2024-01-24,9.5,6.4,12.1,,,238,25.2,59.3,1023.1,
2024-01-25,9,5.6,11.1,,,187,16.4,40.8,1025,
2024-01-26,7.7,2.6,12,,,243,21.1,48.2,1027.1,
2024-01-27,3.4,0.7,7.3,,,165,10.8,27.8,1032.8,
2024-01-28,5.9,2.1,9.8,,,158,15,31.5,1022.9,
2024-01-29,10.2,7.9,12.4,,,171,16.1,37,1022.1,
2024-01-30,7.7,4,11.3,,,262,16.4,40.8,1027.6,
2024-01-31,6.3,2.1,10.1,,,195,16.7,42.6,1029.9,
2024-02-01,5.5,2.7,9.4,,,268,9.9,29.6,1032.7,
2024-02-02,8.8,3.6,12.1,,,238,20.2,44.5,1030,
2024-02-03,11,9.7,12.6,,,239,20.1,38.9,1027.6,
2024-02-04,11.1,9.2,12.6,,,245,25.3,50,1024.9,
2024-02-05,9.6,8,11.1,,,235,26.6,51.8,1020.1,
2024-02-06,11.1,9.3,12.1,,,227,31.8,57.4,1009.4,
2024-02-07,6.4,3.9,8.7,,,54,8.9,31.5,1004.9,
2024-02-08,7.2,3.5,10.8,,,131,16,37,991.6,
2024-02-09,10.7,9.7,11.9,,,189,23.9,50,978.1,
2024-02-10,8.7,6.7,10.1,,,157,8.3,22.2,983.1,
2024-02-11,6.6,4.4,9.7,,,305,9.6,29.6,990.7,
2024-02-12,4.7,1.9,8.6,,,222,11.4,31.5,1005.6,
2024-02-13,7.6,4.4,10.8,,,191,18.7,37,1011.9,
2024-02-14,11.9,10.6,13.3,,,207,21.9,38.9,1012.5,
2024-02-15,13.1,11.2,15.6,,,175,15.4,29.6,1009,
2024-02-16,10.8,7.5,13,,,248,14.3,37,1014.9,
2024-02-17,9.6,6.1,12.3,,,190,15.1,40.8,1028.4,
2024-02-18,11.7,8.8,14.2,,,251,18.5,38.9,1025.4,
2024-02-19,8.9,6.6,12.7,,,254,14.2,38.9,1029.4,
2024-02-20,8.6,5.4,12,,,209,17.2,44.5,1026.1,
2024-02-21,9.8,8.9,11.1,,,201,25.1,55.5,1007.5,
2024-02-22,8.3,4.2,11.1,,,218,23.2,46.3,985.1,
2024-02-23,4.8,2.7,7.6,,,215,16,35.2,986.6,
2024-02-24,3.3,0,7.5,,,187,6.9,20.4,995,
2024-02-25,4.1,-0.3,7.8,,,101,15.7,42.6,995.7,
2024-02-26,5.9,2.9,7.7,,,17,29.7,61.1,1008.6,
2024-02-27,4.2,1.1,7.1,,,270,9.6,24.1,1020.5,
2024-02-28,7.5,3.8,10.7,,,193,15.1,37,1017,
2024-02-29,8.9,4.8,10.7,,,226,16.7,38.9,1004.7,
2024-03-01,5.3,3.6,7.6,,,174,20.4,50,993.7,
2024-03-02,5.2,2.1,7.5,,,167,16.6,37,992.2,
2024-03-03,3,-0.7,8,,,238,5.7,18.5,1002.7,
2024-03-04,5,-0.1,9.5,,,143,14.2,35.2,1008.6,
2024-03-05,6.2,3.8,8.7,,,325,8.4,27.8,1012.8,
2024-03-06,5.7,2.7,9.7,,,67,7.6,20.4,1021.3,
2024-03-07,6.3,3.2,10.2,,,77,15.5,35.2,1020.3,
2024-03-08,6.5,3.9,9.8,,,70,19.8,40.8,1007.2,
2024-03-09,9.1,6.8,11.9,,,88,17.5,35.2,995.2,
2024-03-10,8,6.9,8.8,,,69,9.7,22.2,995.9,
2024-03-11,7.6,6.3,9.7,,,327,12.6,29.6,1006.2,
2024-03-12,9.2,6.4,12.1,,,208,15.8,33.3,1011.7,
2024-03-13,11.7,10.1,14.1,,,214,23.5,48.2,1012.5,
2024-03-14,11.7,9,14.7,,,193,22.6,42.6,1006.9,
2024-03-15,11.8,9.4,14.1,,,229,23.5,44.5,1005.4,
2024-03-16,9,4.5,12.4,,,204,11.3,25.9,1019.4,
2024-03-17,11.6,9.5,14.6,,,191,15.4,35.2,1014.9,
2024-03-18,10.5,6.8,14.4,,,205,14.7,35.2,1014.7,
2024-03-19,11.6,10.1,13.8,,,196,18.1,35.2,1015.4,
2024-03-20,11.9,9.2,15.2,,,203,8.5,20.4,1018.2,
2024-03-21,10.6,7.2,14.3,,,219,12,31.5,1024.5,
2024-03-22,9.6,5.3,12.1,,,266,15.6,27.8,1018,
2024-03-23,6.2,3.3,8.7,,,266,22.9,48.2,1012.1,
2024-03-24,7.9,5,11.9,,,276,20.8,46.3,1009.9,
2024-03-25,8.1,5,11,,,139,14.6,31.5,1000.6,
2024-03-26,9.1,6.9,11.8,,,129,11,22.2,987.7,
2024-03-27,7.7,5.4,10.3,,,172,20.5,50,981.1,
2024-03-28,8.3,5.6,9.9,,,178,31.1,66.7,978,
2024-03-29,9.6,7.4,12.7,,,193,24.5,51.8,987.5,
2024-03-30,9.3,4.6,14.5,,,163,9.3,24.1,995,
2024-03-31,9.3,5.9,13.1,,,77,13.2,31.5,993.7,
2024-04-01,9.6,6.8,12.7,,,195,15.4,35.2,994.1,
2024-04-02,10.3,8,13.5,,,201,18.1,37,1001.8,
2024-04-03,11.9,10.1,13.9,,,210,25.2,53.7,1000.3,
2024-04-04,12.3,10.1,15.1,,,216,23.2,46.3,1002.9,
2024-04-05,14.3,12.3,17.1,,,201,27.5,55.5,1003.9,
2024-04-06,16,13.1,19.7,,,179,27.5,53.7,1003.1,
2024-04-07,13.3,10.4,16.1,,,203,32,63,1008,
2024-04-08,12.8,9.3,16.9,,,164,16.3,33.3,1004.5,
2024-04-09,9.7,7.3,11.4,,,235,31.5,61.1,1006.5,
2024-04-10,9,4,12.2,,,203,19.8,44.5,1024.9,
2024-04-11,14.7,12.1,18.8,,,221,19.9,37,1028.2,
2024-04-12,14.8,10.5,19.7,,,216,22.5,44.5,1028.4,
2024-04-13,14.4,10.1,19.6,,,225,19.8,42.6,1022.6,
2024-04-14,10.7,6.9,14.8,,,255,13.7,33.3,1022.3,
2024-04-15,8.9,6.7,11.5,,,250,29.6,61.1,1009.2,
2024-04-16,8.4,5.5,11.8,,,311,22.7,42.6,1012.2,
2024-04-17,7,3.7,10.4,,,313,16.2,37,1016.2,
2024-04-18,8,3.4,12.3,,,310,14.8,31.5,1021.4,
2024-04-19,10.1,6.5,12.7,,,308,21.1,40.8,1017.9,
2024-04-20,6.4,2.1,9.7,,,354,16,37,1027.9,
2024-04-21,7,4.2,10,,,5,17.2,38.9,1030.1,
2024-04-22,5.6,2.3,8.6,,,358,9.4,24.1,1028.6,
2024-04-23,7.2,5.1,10.2,,,340,11,33.3,1023.1,
2024-04-24,6.9,4.4,9.5,,,340,13.1,31.5,1017,
2024-04-25,6.7,1,10.8,,,219,9.6,25.9,1005.8,
2024-04-26,7.4,2.9,11.2,,,49,8.2,20.4,1003.6,
2024-04-27,8.5,6.1,11.4,,,53,13.8,31.5,1002.9,
2024-04-28,7.8,5.9,9.7,,,287,18.6,40.8,1004.6,
2024-04-29,10.3,5.1,14.7,,,178,18.9,46.3,1015.1,
2024-04-30,12.9,7.5,17.5,,,142,15.8,37,1011.7,
2024-05-01,14.4,9.1,18.8,,,63,8.4,22.2,1007.7,
2024-05-02,14.6,10.8,19.5,,,304,13.7,33.3,1001.7,
2024-05-03,10.9,9.8,12.2,,,240,20.4,38.9,1008.6,
2024-05-04,11.5,5.9,15.7,,,157,9.6,22.2,1011.2,
2024-05-05,12.1,6.2,16.7,,,138,9.2,25.9,1008.1,
2024-05-06,11.3,7.2,14.4,,,33,8.6,25.9,1008.1,
2024-05-07,14.1,9.5,18.8,,,16,12.1,27.8,1020.8,
2024-05-08,14,7.6,20.7,,,69,6.9,20.4,1028.8,
2024-05-09,15.9,8.7,23,,,187,7.1,18.5,1027,
2024-05-10,16.4,8.8,22.9,,,99,7.3,25.9,1023.8,
2024-05-11,16.4,9.4,22.9,,,73,13,31.5,1021,
2024-05-12,19.1,13.2,25.1,,,106,12,27.8,1013.2,
2024-05-13,16.2,12.1,19.4,,,172,17.8,40.8,1007.6,
2024-05-14,15.5,14.1,17.1,,,139,15.5,31.5,1001.5,
2024-05-15,15.5,12.6,18.9,,,134,11.7,25.9,1004.8,
2024-05-16,13.9,9.9,16.7,,,86,6.5,18.5,1005.7,
2024-05-17,15.5,9.2,20.7,,,202,5.8,18.5,1009.6,
2024-05-18,15.1,11.6,19.4,,,9,9.3,24.1,1013.2,
2024-05-19,15.3,9.7,21.3,,,16,12.6,29.6,1014.2,
2024-05-20,14.4,8.8,19.6,,,21,13.8,29.6,1013.9,
2024-05-21,13.4,9.9,16.9,,,5,9.7,22.2,1009.7,
2024-05-22,13.5,12,14.9,,,256,16.4,37,1007.4,
2024-05-23,14.1,10.7,17.6,,,251,17.3,35.2,1013.3,
2024-05-24,12.8,6.1,17.9,,,223,8.3,24.1,1018.6,
2024-05-25,14.4,7.9,19.5,,,156,6.2,20.4,1017.3,
2024-05-26,14.9,12.3,17.5,,,184,16.6,40.8,1011.9,
2024-05-27,13,9.2,15.9,,,215,16,37,1015.2,
2024-05-28,13.8,10.3,16.3,,,195,19.2,40.8,1012.6,
2024-05-29,15.5,11.8,19.3,,,256,17.7,33.3,1008.9,
2024-05-30,13,10.2,15.2,,,310,16.2,35.2,1010.5,
2024-05-31,12.8,10.6,15,,,339,24,50,1018.4,
2024-06-01,12.6,8.6,16.1,,,0,19.9,38.9,1025.1,
2024-06-02,14.7,8,20.5,,,350,12.6,27.8,1026.8,
2024-06-03,15.8,11.2,19.5,,,319,8.8,22.2,1021.6,
2024-06-04,16.1,12.8,19.3,,,217,15.6,40.8,1012.3,
2024-06-05,12.4,7,15.9,,,273,12.1,31.5,1014,
2024-06-06,12.5,7,16.8,,,235,9.6,25.9,1017.3,
2024-06-07,13.5,6.7,18.4,,,241,13.3,37,1018.5,
2024-06-08,13.6,9.1,17.5,,,271,13.4,29.6,1013.8,
2024-06-09,12.4,5.2,16.5,,,282,11.7,31.5,1013.3,
2024-06-10,11.7,8.8,13.6,,,307,17.8,40.8,1011.3,
2024-06-11,10.7,6.1,14.1,,,319,10,27.8,1018.3,
2024-06-12,11.9,6.9,15.9,,,294,6.9,22.2,1021,
2024-06-13,11.8,6.4,15.3,,,186,16.4,40.8,1013.7,
2024-06-14,14.6,12.7,16.8,,,208,20.3,42.6,1001.7,
2024-06-15,13.2,9.4,16.7,,,217,22.7,53.7,999.5,
2024-06-16,14.8,10.5,19.3,,,223,18.8,37,1002.3,
2024-06-17,15.7,9.3,21.4,,,221,11.6,27.8,1009.8,
2024-06-18,15.6,11.1,19.5,,,358,10.6,27.8,1014.2,
2024-06-19,15.2,11.6,19.1,,,37,14.6,31.5,1020.6,
2024-06-20,15.6,7.9,21.8,,,58,8.7,22.2,1020.5,
2024-06-21,17.1,10.2,23,,,197,13.6,38.9,1014,
2024-06-22,17.4,13.3,22.2,,,242,13.1,29.6,1012.5,
2024-06-23,17.3,10.1,22.2,,,240,8.8,24.1,1019.2,
2024-06-24,20.4,13.5,25.9,,,179,7.6,22.2,1019.3,
2024-06-25,21.5,13.5,28.3,,,102,6.7,22.2,1016.2,
2024-06-26,22.1,14.6,28.6,,,106,9.2,24.1,1012.4,
2024-06-27,19.3,14.5,23,,,232,18.1,48.2,1009.3,
2024-06-28,16.4,10.7,21.7,,,247,17.9,37,1015.4,
2024-06-29,16.9,9.4,23.4,,,273,7.2,22.2,1014.4,
2024-06-30,16.8,14.4,19.9,,,325,12.4,29.6,1012.8,
2024-07-01,15.6,10.9,19.3,,,289,12.8,31.5,1017.6,
2024-07-02,15.5,13.3,18.1,,,311,13.3,29.6,1017.9,
2024-07-03,14.9,11.5,17.9,,,219,13.9,37,1009.4,
2024-07-04,15.6,11,19.9,,,263,20.4,46.3,1009.2,
2024-07-05,15.4,12.2,18.6,,,219,16.4,35.2,1006.6,
2024-07-06,14.4,10.9,16.1,,,253,22.2,48.2,1002.4,
2024-07-07,13.4,9,16.8,,,216,15.3,38.9,1009.8,
2024-07-08,14.3,8.9,18.3,,,169,10.2,24.1,1014.7,
2024-07-09,16.9,14.8,18.8,,,159,16.1,31.5,1010.5,
2024-07-10,17.8,14.8,21,,,218,20.6,46.3,1012.3,
2024-07-11,16.6,11.3,21.1,,,262,11.8,25.9,1017.3,
2024-07-12,14.4,13,16.2,,,8,13.2,29.6,1017.1,
2024-07-13,14.4,10.8,17.9,,,281,10,25.9,1014.2,
2024-07-14,16.1,10.5,21,,,221,10.6,29.6,1012.3,
2024-07-15,16,9.8,20.3,,,128,9.3,25.9,1008.7,
2024-07-16,17.1,13.7,20.1,,,248,14.5,31.5,1009.3,
2024-07-17,17.8,12.1,22.5,,,234,8.5,22.2,1019.9,
2024-07-18,19.6,12.3,26.4,,,167,9.6,25.9,1020.7,
2024-07-19,23,15.3,29.8,,,151,10.4,29.6,1016.4,
2024-07-20,20.1,15.8,23.5,,,202,13.2,31.5,1008.7,
2024-07-21,19.2,16.4,22.8,,,272,12,27.8,1010.3,
2024-07-22,18.4,12.3,23.4,,,218,19.1,46.3,1014.7,
2024-07-23,19.3,16.6,23.2,,,289,13.1,29.6,1017.7,
2024-07-24,18.7,13,23.6,,,164,12.4,35.2,1020.5,
2024-07-25,18.2,15.7,20.4,,,209,18.5,38.9,1012.2,
2024-07-26,17.7,12.8,22,,,239,13.8,31.5,1011,
2024-07-27,16.8,11.5,21.7,,,259,9.3,27.8,1014.9,
2024-07-28,18.6,10.7,25.1,,,203,7.2,22.2,1024.5,
2024-07-29,21,12.8,27.9,,,111,10,24.1,1021.4,
2024-07-30,22.3,14.8,29.1,,,46,9.3,24.1,1016.9,
2024-07-31,22,16.9,27.5,,,65,12.9,29.6,1014.8,
2024-08-01,20.5,16.8,24.8,,,30,8,20.4,1013,
2024-08-02,21.3,16.3,26.8,,,220,11.4,35.2,1011.9,
2024-08-03,19.6,16.4,22.7,,,240,14.9,33.3,1011.4,
2024-08-04,16.8,11.9,21.6,,,253,10.3,27.8,1015.2,
2024-08-05,18.8,13.4,24.1,,,200,15.8,37,1012.7,
2024-08-06,19.1,15.4,21.5,,,209,14.6,33.3,1009.5,
2024-08-07,17.2,11.8,21.6,,,226,15.5,40.8,1012.3,
2024-08-08,17.8,13.3,21.4,,,207,20.4,48.2,1013.7,
2024-08-09,20.4,17.1,24,,,244,23.4,44.5,1014.5,
2024-08-10,19,13.9,23.8,,,222,17.5,37,1018.2,
2024-08-11,21.8,17.3,26.7,,,199,15.8,35.2,1016.2,
2024-08-12,22.6,18.3,27.6,,,180,15.8,37,1009.8,
2024-08-13,21.2,16.9,25.8,,,206,17.9,40.8,1009.5,
2024-08-14,19.8,16,23.8,,,214,19.3,42.6,1008.5,
2024-08-15,17.6,14.3,20.8,,,220,19,38.9,1013.2,
