Date,PM25_weighted_value(ug m-3)
2023-09-08,17.186666666666667
2023-09-09,16.385416666666668
2023-09-10,28.23583333333333
2023-09-11,9.322083333333332
2023-09-12,4.94875
2023-09-13,5.317083333333334
2023-09-14,5.22875
2023-09-15,9.75875
2023-09-16,12.334583333333336
2023-09-17,17.58458333333333
2023-09-18,5.906666666666666
2023-09-19,5.361250000000001
2023-09-20,6.674166666666667
2023-09-21,4.4816666666666665
2023-09-22,3.735833333333333
2023-09-23,4.8225
2023-09-24,7.342083333333334
2023-09-25,6.793333333333333
2023-09-26,6.19625
2023-09-27,7.734999999999999
2023-09-28,9.337916666666668
2023-09-29,5.99625
2023-09-30,8.869583333333333
2023-10-01,11.539166666666668
2023-10-02,10.034583333333332
2023-10-03,3.70125
2023-10-04,5.210833333333333
2023-10-05,5.822916666666667
2023-10-06,7.240833333333334
2023-10-07,9.235833333333334
2023-10-08,11.402499999999998
2023-10-09,14.146666666666668
2023-10-10,13.132916666666668
2023-10-11,12.002916666666666
2023-10-12,6.78875
2023-10-13,9.855833333333331
2023-10-14,5.544583333333333
2023-10-15,8.6575
2023-10-16,9.479166666666666
2023-10-17,6.89875
2023-10-18,8.427083333333334
2023-10-19,7.052499999999999
2023-10-20,5.0512500000000005
2023-10-21,5.227916666666666
2023-10-22,5.792083333333333
2023-10-23,11.392916666666666
2023-10-24,8.462083333333334
2023-10-25,10.937083333333334
2023-10-26,8.975
2023-10-27,8.731666666666667
2023-10-28,10.222083333333334
2023-10-29,8.3732
2023-10-30,6.207083333333333
2023-10-31,8.616666666666667
2023-11-01,6.40625
2023-11-02,4.017916666666667
2023-11-03,4.585
2023-11-04,9.32125
2023-11-05,9.117916666666668
2023-11-06,5.66375
2023-11-07,6.140000000000001
2023-11-08,4.49375
2023-11-10,9.286363636363635
2023-11-11,19.022916666666667
2023-11-12,14.995
2023-11-13,7.361666666666667
2023-11-14,12.664583333333333
2023-11-15,6.242083333333333
2023-11-16,12.789583333333333
2023-11-17,10.306666666666668
2023-11-18,8.399583333333334
2023-11-19,9.28375
2023-11-20,5.601666666666667
2023-11-21,5.494583333333334
2023-11-22,8.827916666666667
2023-11-23,6.102916666666666
2023-11-24,16.93041666666667
2023-11-25,9.867916666666668
2023-11-26,18.18208333333333
2023-11-27,6.314583333333334
2023-11-28,7.370416666666667
2023-11-29,13.744166666666668
2023-11-30,12.325
2023-12-01,13.32125
2023-12-02,17.325416666666666
2023-12-03,10.379583333333334
2023-12-04,7.568333333333334
2023-12-05,9.335
2023-12-06,13.574166666666663
2023-12-07,7.814583333333334
2023-12-08,11.555416666666666
2023-12-09,9.163333333333332
2023-12-10,13.6475
2023-12-11,9.556666666666668
2023-12-12,8.06375
2023-12-13,6.882916666666667
2023-12-14,9.934166666666668
2023-12-15,11.442916666666669
2023-12-16,5.567083333333334
2023-12-17,7.855833333333333
2023-12-18,7.5575
2023-12-19,6.117083333333333
2023-12-20,5.7225
2023-12-21,5.549166666666667
2023-12-22,3.501764705882353
2024-01-06,12.106
2024-01-07,5.540833333333333
2024-01-08,6.11625
2024-01-09,7.4425
2024-01-10,6.155
2024-01-11,9.799583333333333
2024-01-12,8.5625
2024-01-13,16.465416666666666
2024-01-14,12.744166666666668
2024-01-15,6.980416666666667
2024-01-16,11.695416666666668
2024-01-17,13.998333333333331
2024-01-18,11.785833333333334
2024-01-19,12.982916666666668
2024-01-20,8.4575
2024-01-21,6.414166666666667
2024-01-22,7.889583333333333
2024-01-23,6.141666666666667
2024-01-24,14.97625
2024-01-25,11.91375
2024-01-26,5.821666666666666
2024-01-27,10.053529411764703
2024-02-08,7.8
2024-02-09,8.440833333333334
2024-02-10,8.045833333333333
2024-02-11,8.2125
2024-02-12,4.328333333333333
2024-02-13,7.49625
2024-02-14,6.7995833333333335
2024-02-15,7.618333333333333
2024-02-16,5.543333333333333
2024-02-17,2.9066666666666667
2024-02-19,6.281875
2024-02-20,9.441666666666666
2024-02-21,6.431666666666668
2024-02-22,5.013333333333333
2024-02-23,4.3741666666666665
2024-02-24,12.527083333333332
2024-02-25,12.785416666666668
2024-02-26,4.849583333333333
2024-02-27,6.810416666666666
2024-02-28,7.028333333333333
2024-02-29,5.039583333333334
2024-03-01,4.655833333333334
2024-03-02,6.378333333333333
2024-03-03,11.587916666666668
2024-03-04,9.102083333333333
2024-03-05,8.988333333333333
2024-03-06,21.439166666666665
2024-03-07,27.582083333333333
2024-03-08,27.3875
2024-03-09,13.99875
2024-03-10,16.175833333333333
2024-03-11,35.49041666666667
2024-03-12,10.45
2024-03-13,5.105833333333334
2024-03-14,7.190416666666667
2024-03-15,9.77125
2024-03-16,6.3133333333333335
2024-03-17,6.817083333333333
2024-03-18,7.013333333333333
2024-03-19,4.389166666666667
2024-03-20,9.14
2024-03-21,9.4
2024-03-22,8.095
2024-03-23,5.850833333333333
2024-03-24,7.449166666666667
2024-03-25,8.598333333333334
2024-03-26,10.288333333333334
2024-03-27,3.725
2024-03-28,8.74375
2024-03-29,7.86625
2024-03-30,7.78875
2024-03-31,16.86130434782609
2024-04-01,9.709166666666668
2024-04-02,7.399583333333333
2024-04-03,4.935416666666667
2024-04-04,7.600416666666667
2024-04-05,9.630416666666669
2024-04-06,9.175
2024-04-07,9.5
2024-04-08,3.98125
2024-04-09,3.583333333333333
2024-04-10,9.015416666666669
2024-04-11,4.44
2024-04-12,5.258333333333334
2024-04-13,5.7425
2024-04-14,4.269166666666666
2024-04-15,3.145
2024-04-16,4.832083333333333
2024-04-17,3.594583333333333
2024-04-18,3.225
2024-04-19,5.358333333333333
2024-04-20,6.759166666666666
2024-04-21,7.659583333333334
2024-04-22,6.651666666666666
2024-04-23,7.782083333333333
2024-04-24,6.2370833333333335
2024-04-25,9.144583333333332
2024-04-26,8.7975
2024-04-27,7.264583333333333
2024-04-28,4.196666666666666
2024-04-29,6.397083333333334
2024-04-30,7.742083333333333
2024-05-01,15.830416666666666
2024-05-02,20.73
2024-05-03,7.655
2024-05-04,7.896666666666667
2024-05-05,12.024583333333334
2024-05-06,14.820416666666668
2024-05-07,12.70625
2024-05-08,12.964166666666666
2024-05-09,12.789583333333333
2024-05-10,12.635416666666666
2024-05-11,17.236250000000002
2024-05-12,17.805833333333336
2024-05-13,9.155833333333334
2024-05-14,7.540833333333333
2024-05-15,6.390000000000001
2024-05-16,12.264166666666666
2024-05-17,6.3975
2024-05-18,13.8175
2024-05-19,13.282916666666669
2024-05-20,11.975416666666668
2024-05-21,10.509583333333332
2024-05-22,9.8125
2024-05-23,5.303333333333334
2024-05-24,7.354166666666667
2024-05-25,9.48125
2024-05-26,5.312083333333334
2024-05-27,4.67125
2024-05-28,5.622083333333333
2024-05-29,4.2387500000000005
2024-05-30,4.5929166666666665
2024-05-31,6.28375
2024-06-01,7.465238095238096
2024-06-05,7.592727272727273
2024-06-06,9.712916666666668
2024-06-07,7.467083333333334
2024-06-08,5.380416666666666
2024-06-09,4.920833333333333
2024-06-10,5.076666666666667
2024-06-11,4.87125
2024-06-12,6.895416666666667
2024-06-13,6.31625
2024-06-14,3.3433333333333333
2024-06-15,4.9375
2024-06-16,6.020833333333333
2024-06-17,4.42375
2024-06-18,6.382083333333334
2024-06-19,5.369166666666668
2024-06-20,5.499583333333334
2024-06-21,8.115833333333333
2024-06-22,4.550416666666667
2024-06-23,4.813181818181818
2024-06-24,5.870666666666667
2024-06-25,8.454583333333334
2024-06-26,13.101666666666668
2024-06-27,8.740833333333333
2024-06-28,5.510000000000001
2024-06-29,7.5575
2024-06-30,7.42625
2024-07-01,4.933333333333334
2024-07-02,6.865416666666667
2024-07-03,5.832916666666667
2024-07-04,4.26625
2024-07-05,5.082916666666667
2024-07-06,3.129583333333333
2024-07-07,5.110416666666667
2024-07-08,3.8191666666666655
2024-07-09,6.009166666666666
2024-07-10,2.5316666666666667
2024-07-11,3.8220833333333335
2024-07-12,5.525833333333334
2024-07-13,5.59875
2024-07-14,5.454166666666667
2024-07-15,6.689583333333334
2024-07-16,4.047916666666667
2024-07-17,5.850416666666667
2024-07-18,7.675833333333333
2024-07-19,10.629166666666666
2024-07-20,6.807083333333334
2024-07-21,2.8404166666666666
2024-07-22,5.155833333333333
2024-07-23,5.2716666666666665
2024-07-24,7.330416666666667
2024-07-25,5.2908333333333335
